nickname,content,ip_location,create_date_time,Avatar,Name,Likes,Comment,Date
fayefayefashion,Beauty ,,2023-11-09 02:31:58,,,,,
ex_rvii,I have a white one ,,2024-02-12 01:20:33,,,,,
eynanorazman,love this kind of style...,,2024-02-16 12:35:00,,,,,
edenemelodee,Drop Dead Gorgeous ❤️,,2024-02-14 22:25:28,,,,,
aysenaz6147,woowww,,2023-12-23 20:39:18,,,,,
chenbandao,❤️❤️❤️❤️❤️❤️❤️❤️❤️,,2023-10-11 04:04:17,,,,,
evgenipanov,,,2023-10-18 16:48:59,,,,,
jangolden08,Wow how beautiful ,,2023-12-24 03:13:52,,,,,
clyde_cab,Goddess ,,2023-09-27 06:25:12,,,,,
kat2310e,I like you ❤️❤️,,2023-09-27 04:18:57,,,,,
user9538994078365,wow,,2023-12-11 02:47:47,,,,,
treepattorneys, lol you ,,2023-11-18 18:15:12,,,,,
rican0001,You go girl,,2023-12-05 04:50:58,,,,,
nurazrin00,so beautiful Hanfu ,,2024-01-09 14:40:08,,,,,
azhzhayassin1,gorgeous ,,2023-12-12 14:22:20,,,,,
shimmering_splendid,wow,,2023-12-06 01:18:09,,,,,
azzieyyrahh,You are angle ,,2023-11-05 03:10:53,,,,,
thealchemist5d,The power,,2023-10-02 21:05:04,,,,,
dfqizi,natural and unrestrained,,2024-01-20 23:47:53,,,,,
tjkali,stunning!! so elegant and beautiful,,2023-10-21 10:10:12,,,,,
mafiagirl0543,Red looks beautiful and stunning,,2023-10-19 13:52:27,,,,,
sixhoepowerchoke,Such beautiful culture,,2024-02-09 13:59:20,,,,,
runforthesun.flower,"I love seeing most of the people admiring, with the biggest smiles on their faces ❤️",,2024-02-09 19:24:43,,,,,
vehicular.manslaughter66,oh to be this elegant </3,,2024-02-08 23:37:57,,,,,
zyl2_chinese,My beautiful China ,,2024-01-23 09:32:16,,,,,
alex_leftexistence,I love how everyone smiled ,,2024-01-28 00:26:14,,,,,
supershy.bunnie,omg i need this,,2024-01-26 10:57:18,,,,,
hanelegance.com,Liked your video,,2024-03-11 02:30:22,,,,,
wings.z,@Jessica @. NEEDDD,,2024-03-03 03:00:12,,,,,
hannieyoo,ini kayak ada Dewi turun ke bumi di masa modern (habis nonton dracin),,2024-02-15 09:35:31,,,,,
vanillalatte22_,vibesnya kerajaan,,2023-12-30 19:01:06,,,,,
aleksandrsinagin1,КРАСОТА ЗАВОРАЖИВЕ: !!!!,,2023-10-23 12:42:50,,,,,
cruz.101,donde los venden ya los busqué en aliexpres y no ahí así son diferentes,,2024-01-13 03:48:43,,,,,
pimnaree.mongkolw,ชุดนี้มีขายที่ไหนคะ,,2023-12-04 02:55:23,,,,,
aleksandrsinagin1,КРАСОТА ЗАВОРАЖИВЕ: !!!!,,2023-10-23 12:42:50,,,,,
cruz.101,donde los venden ya los busqué en aliexpres y no ahí así son diferentes,,2024-01-13 03:48:43,,,,,
pimnaree.mongkolw,ชุดนี้มีขายที่ไหนคะ,,2023-12-04 02:55:23,,,,,
makarova_albina19,богиня,,2023-09-27 21:57:38,,,,,
lisa.2772,"Ôi, Thôi Thời Nghi đây mà",,2023-10-26 16:52:57,,,,,
hijab_story5,"indah,cantik dan elegan jadi satu",,2024-01-20 11:42:48,,,,,
safidymaurah,noblesse ,,2023-09-29 06:16:36,,,,,
geovanyh47,que hermosura está hay ,,2023-09-29 16:24:02,,,,,
alejandracantillo32,amo amo amo❤️,,2023-10-04 16:42:27,,,,,
_3qn_,cantik,,2023-12-07 03:09:29,,,,,
nhibeby2503,@Heo Cơ Bắp cách bắt trend,,2023-12-16 21:19:09,,,,,
moz160,Lm nào để mua hàng,,2023-12-23 14:21:46,,,,,
user22eo2i0vyd,好看，背影超霸氣的,,2023-11-17 01:24:04,,,,,
bojena_05,❤❤,,2023-10-11 16:15:22,,,,,
khaai070390,Ib xin giá,,2024-01-13 04:36:58,,,,,
xioli1971,加油！真棒！,,2023-12-25 10:11:58,,,,,
chinesehanfumakeup,太美了 好好看啊姐姐,,2023-11-14 03:07:37,,,,,
user6s8tpp2d8c,,,2023-10-21 12:25:59,,,,,
k.taylor061,bagus banget hanfunya aku pengen ,,2024-01-13 14:29:12,,,,,
off_26feb2024,Married dressnya model ini ❣️,,2024-01-28 14:04:07,,,,,
tianmidepohuai_15,@islyluoshen muy hermoso muy hermoso,,2023-11-26 13:51:29,,,,,
norsakinah307,pakaian yang sangat sopan dan cantik.,,2024-02-12 03:41:36,,,,,
btsarmy4eever,"suka bgt,pengen bgt bisa make",,2023-12-22 15:24:19,,,,,
thepain2_,im sama,,2023-12-20 09:18:38,,,,,
claudiasaravia90,deslumbrante no me canso de ver el vídeo abrazos de argentina,,2024-03-09 13:49:27,,,,,
emanuel19952,hermosa,,2024-02-09 02:29:51,,,,,
yangguifei_,ATEE,,2024-02-17 16:14:52,,,,,
liwwe007,어디서 샀어요?,,2024-02-17 15:52:59,,,,,
younki_sdsds,เจ้าหญิงใช่ไม่เนี้ย,,2024-03-07 15:31:50,,,,,
andyryo937,waww,,2024-03-12 11:10:10,,,,,
psygane,❤️,,2023-10-18 17:05:15,,,,,
bootytickler6431,I WANT HANFU SO BADDD,,2024-02-15 17:01:02,,,,,
asiandramaclips8,你好。我也喜欢古装,,2023-12-22 04:44:24,,,,,
divyasini137484,omg she run like angles,,2023-12-14 03:50:43,,,,,
nice.mee6,,,2024-01-01 06:06:51,,,,,
happyyyyyyme,❤️,,2023-12-17 19:20:32,,,,,
raminaramina00,❤️‍❤️‍❤️‍,,2023-12-22 10:11:59,,,,,
priscillia.htp,,,2024-01-22 08:24:55,,,,,
linaforense7,,,2024-01-10 12:26:13,,,,,
bigsister80,,,2024-01-09 11:22:52,,,,,
jlyjly123,,,2023-11-05 11:52:07,,,,,
bowang759,,,2023-11-03 15:57:17,,,,,
mapro778,,,2023-11-22 13:42:45,,,,,
nyonya_agung02,nyeba baju gini berapa sih,,2024-01-26 10:32:29,,,,,
twoangel1304,KL gw ada disitu minta foto bareng..,,2024-01-13 03:16:21,,,,,
janet_6291,❤️❤️❤️❤️❤️,,2024-03-04 21:57:24,,,,,
yhy6060,@MIA-IVY,,2024-01-29 11:46:45,,,,,
malparobertodmich,,,2024-01-24 22:22:18,,,,,
nurain0010,@mohdakmal9696,,2024-02-06 15:58:18,,,,,
pan_kp0,,,2024-02-06 04:45:48,,,,,
runefleur_,@— charlizé,,2024-02-05 11:56:11,,,,,
janet_6291,❤️❤️❤️❤️❤️,,2024-03-04 21:57:24,,,,,
yhy6060,@MIA-IVY,,2024-01-29 11:46:45,,,,,
gaset.haikal,,,2024-03-13 02:06:40,,,,,
wellendash,my Chinese friend has so many hanfus and there all so pretty,,2023-12-31 21:57:21,,,,,
highlandlass13,Stunning  ,,2023-12-27 09:51:48,,,,,
user5060374938399,она что убежала из исторических дораме.,,2024-02-16 14:09:40,,,,,
natti_lara,wow... debió ser impresionante en aquél entonces donde la nobleza se vestía así,,2024-02-09 07:30:41,,,,,
lorenzozepherino,⭐️,,2023-11-20 21:03:13,,,,,
sherbert4269,❤️❤️❤️❤️❤️,,2024-01-18 00:29:19,,,,,
shinningvmd,Love ❤️,,2023-11-24 08:29:41,,,,,
headtenkokuragari,@knei @jcysycuvi @Nämtiddies @➰ traditional/ancient chinese clothing is just chefs kiss,,2024-01-30 02:11:27,,,,,
merafirdaws,So beautiful ,,2023-11-22 04:55:55,,,,,
kat2310e,❤️x. ❤️❤️❤️1,,2023-09-27 04:18:29,,,,,
aileen5128,Like ,,2024-02-26 13:20:02,,,,,
ahyeon658,coba dress nya dipake diajalan indonesia habis kotorr,,2023-10-20 15:39:01,,,,,
ofiek0827,harus di ranah kultivadi apa ges biar dapet cewek kaya gini?,,2024-01-20 00:07:06,,,,,
imaby6,ternyata yg tertutup itu emang elegan,,2024-01-09 09:53:58,,,,,
jada88189,All I could think about is the dirt on the bottom of the train,,2023-10-01 07:28:13,,,,,
muranozoff,I am a singaporean-indian. This is how one should Introduce their culture. Nice way of showcasing the Chinese culture ,,2023-12-26 13:45:24,,,,,
amazingusernem,im actually so glad im chinese,,2023-10-13 14:32:05,,,,,
cuthedalski,I can feel the authority ,,2024-01-20 03:53:20,,,,,
xmiaxcanadyx,Jesus Christ Loves You,,2024-01-27 21:38:36,,,,,
kayrollnaiman,Song 99%,,2023-12-13 02:55:27,,,,,
cjacobs1275,Amazing can I help you holding your cape?,,2023-10-06 06:05:41,,,,,
unknownthoughts0001,I busted laughing while reading the comments when she turned around and show her face HAHA,,2024-01-26 14:01:39,,,,,
hernandezmang9,my Bad....what is it like over there,,2023-12-22 23:31:56,,,,,
maelenaflores38,Why only the back part,,2024-01-20 08:27:42,,,,,
akimeyuko,Her real acct in TikTok is @b8rn80,,2023-12-16 10:33:56,,,,,
hernandezmang9,is she Japanese or Chinese,,2023-09-30 05:38:46,,,,,
bhenst_,Outfits vs THE outfits.,,2024-03-14 12:50:40,,,,,
cikputihmiow,Happy CYN guys,,2024-02-11 00:08:48,,,,,
jntishaaa123,Everyone looks beautiful in their ethnic outfit,,2024-03-20 15:44:18,,,,,
douyin690,The Center of attention,,2024-02-08 14:35:51,,,,,
btskz08,Social anxiety is scared of her,,2024-02-06 00:52:15,,,,,
ahsoka_butwithlocs,Sis in the purple was thinking “oh she ATE THAT UP”,,2024-02-03 19:22:37,,,,,
avaragecatmemer,POV: how I feel when walking in the middle of the hallway at school being the doctors son:,,2024-01-31 13:37:45,,,,,
emo772358,They should even bow,,2024-01-31 07:54:36,,,,,
hahahakdog1,use hover board for a smooth walk,,2024-01-23 01:48:36,,,,,
o__..stella..__o,Giving the tale of the princess Kaguya vibes,,2024-02-29 03:13:18,,,,,
white.coat2,Cleaning the bridge for you guys ,,2024-02-12 07:50:21,,,,,
theofficialmollymerelus,People have no shame putting a phone on your face ,,2024-01-26 14:59:25,,,,,
aeiou_4289,ถ้ามีตะปูหรือเศษไม้โผล่ขึ้นมา,,2024-01-21 13:31:31,,,,,
dave08957,背影殺手？,,2023-12-18 13:39:33,,,,,
alexchen363,中國漢代服是世界上領導者。1萬8000年。,,2024-01-10 15:14:03,,,,,
ayate2001,نقلها بس حجاب,,2024-03-13 09:52:11,,,,,
alexchen363,中國漢代服是世界上領導者。1萬8000年。,,2024-01-10 15:14:03,,,,,
ayate2001,نقلها بس حجاب,,2024-03-13 09:52:11,,,,,
guohuei.lin,孔雀開屏大器...,,2023-12-31 03:12:12,,,,,
cosmeticsmypham,"Việt Nam mà mặc mấy bồ đồ Áo dài, cổ trang cách điệu như của Hoà Minzy thì cũng đẹp lắm",,2023-12-20 09:21:35,,,,,
viviane.simon.sim,mais esse vestido deve ter ficado sujo que só a sola do meu pé arrastando assim no chão,,2023-12-04 17:59:15,,,,,
gimeunjung,Chang er,,2023-12-08 15:45:34,,,,,
budiabfdsa3,中国,,2023-11-14 05:53:37,,,,,
nmnm.0000,اول عربيه✌️,,2024-01-05 18:22:31,,,,,
shimmering_splendid,berasa lagi nonton bts dracin ,,2023-12-06 01:18:24,,,,,
arusakayuuji,@abil,,2024-01-25 14:44:22,,,,,
ana_taki,aku bacanya tutorial hair hantu,,2024-01-24 10:56:54,,,,,
peachh_reachh,,,2024-02-09 10:49:22,,,,,
alex937363737931,ตัวมันแดนมังกร,,2024-02-02 01:48:28,,,,,
gabix0_9,toujours regarde devant nous jamais en arrière dos droit tête haute épaules en arrière,,2024-01-27 14:35:26,,,,,
gabix0_9,toujours regarde devant nous jamais en arrière dos droit tête haute épaules en arrière,,2024-01-27 14:35:26,,,,,
gabix0_9,toujours regarde devant nous jamais en arrière dos droit tête haute épaules en arrière,,2024-01-27 14:35:26,,,,,
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,alan11kuko,10.0,Thank you for spreading Chinese hanfu culture,2022-07-21 05:22:07
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7329060121236619270~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=JqLsmZiEDreqwx%2BXWnyYBDXhi4E%3D,yuleyou,9.0,,2022-06-30 08:18:59
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7334878006952853509~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=iIz5DPuiMU4XsqG%2BEcwUn856mRs%3D,dennisaoieong,92.0,"Well, I am stand here and waiting for someone say that’s from their country and that are from Korea",2022-06-07 18:18:45
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7322916697613664262~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=b0Z%2FP2IJkrp%2FSu53MryWiUw0d90%3D,boxiyu,7.0,,2022-06-22 18:00:23
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350674029885259819~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=8HI8mbic3fhJh%2BOt59WfObtsLMI%3D,sharash1314,12.0,Beautiful,2022-06-23 07:23:50
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ce690da69eb3b51bf036f0cf829610c9~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ZILH34ELe7zgqS6vJcBAWB2jhwE%3D,funnyjiang5,10.0,Beautiful,2022-06-21 07:09:54
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350585574337544235~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=5A9ykP5hy%2BF6tPrD%2FEGjqVRiC28%3D,mef_atun,12.0,Nice,2022-07-19 14:53:21
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7037cbbcd0105bb4d33a4dd0d31559d5~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=nn%2BtVGtRWJw5mRsYfXZ1puEiHcI%3D,bodybuildingxiaomei,8.0,Litre Japan,2022-07-24 12:13:23
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343434914047950890~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=42F1iq780nJbUURNoT%2ByRW%2FNqgc%3D,jerry_ch021,8.0,thank you,2022-08-03 18:19:04
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e49a091a37037207e809ea4826a77727~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=SvrSK0DbmeFTOchfj1OtqYUwzj0%3D,user350yqosn9b,9.0,My love China,2022-08-04 07:54:59
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4bbcda28c594cdc76106734e17fca8f6.jpg?lk3s=30310797&x-expires=1714366800&x-signature=gv4sOMllahRfzIDRMQ2Xsi1SgMk%3D,oliviazhou990,10.0,beautiful,2022-07-05 17:45:22
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,lifeisalwaysbusy,7.0,hi everyone,2022-08-02 01:22:15
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7109390241680752646~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ksPoDQKWPoi%2BnH%2BYEo30eYJlxGQ%3D,vvvvoloop,9.0,so amazing,2022-07-22 09:09:49
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f695dbcf67d246578a1713215c3b8dd3~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=rUkzYM0QEVgQJ3RFsrYfyb65bGg%3D,aceyaya,5.0,"beautifulHonestly,I don't have hanfu.I'll buy one",2022-08-01 03:24:11
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7329994021307154474~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=I0W7fMhpiGtY2Xl7hHJ0y487ErQ%3D,smallhuaier,9.0,So dis nai,2022-07-19 06:26:32
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,qingyichuanshuo,12.0,So beautiful ,2022-07-08 17:01:43
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7344281385715040302~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ZZMq%2BNH3ZCRD86Rgr%2FeFjVBCPWw%3D,yasunagajun,6.0,Nice,2022-08-10 02:27:06
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7118763233016479745.jpg?lk3s=30310797&x-expires=1714366800&x-signature=A686ofSNRmc3KejrFl1eND050vI%3D,scrollpresswasher,9.0,beautiful,2022-07-10 16:38:44
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,lcx15269008781,8.0,beautiful,2022-06-18 13:36:08
,,,,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348279908113580074~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=knneoVRQysaruw1CVPPV%2Be2FNzA%3D,caduceus89,7.0,The green made all your choices pop! Bravo !,2022-08-05 17:55:13
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7321679957385314309~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=4HHEN3c73bnId6vXFSEgtfN7lJ8%3D,ljluoluo,7.0,like it all,2022-07-16 06:45:36
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7349741216977649707~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=j2f%2Bv%2BSHtKQgo7T7Q9wYbkIU%2BO8%3D,xdjxjz,12.0,It’s so beautiful,2022-07-18 07:25:53
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4c5ccaa865926dc7c5805afc39a1cbe6~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=t9BuGpsbuus1bUc2%2Fh0kggZOIUU%3D,arnavgomez,11.0,Good,2022-06-08 08:00:40
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3f25d8204b2d0c4f01ec9d421726ef31~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=iCAOWUANuQ0A40jfyVnlO%2B1hRvQ%3D,jena277518,7.0,Pretty,2022-07-26 11:53:47
,,,,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345635063021142059~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=jfVXrsJlmLg0jsynE8BiDo496%2FU%3D,kylekiss0,10.0,nice,2022-08-12 13:11:40
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f6e6e2117ed56ea98875488d479915e8~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=uLutEQ5K9zN2NeihyPDeCfbdC5E%3D,dian.0707,12.0,so beautiful！,2022-06-30 10:04:29
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7346786593639759915~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=m6j46GD1DT8Qcl7C4mzYq32aIqo%3D,tinapottery,11.0,They’re all so beautiful,2022-07-17 11:27:41
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7344561153294467114~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=EZeBx%2BmwkYY6ox3W1I8gTqf3ni4%3D,everythbeauty,7.0,so beautiful,2022-07-16 17:45:37
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7327748259303145480.jpg?lk3s=30310797&x-expires=1714366800&x-signature=sM%2FnJvbvSals7t7A2DEzIzPcpWw%3D,ericwang8887,6.0,amazing girl,2022-08-08 12:03:37
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343869684174815274~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Uag8bwSRufS9qXmTeTgmKV8HTgc%3D,paulwei888,9.0,Good,2022-07-02 03:36:17
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7353929568018776110~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Ws7l9rWimPyH1hXCy1qUKiSGchg%3D,asdfghjkl.zhang,11.0,☺️☺️☺️,2022-07-19 18:29:55
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b2de53c2338822ec5d2f552fe9feaa64.jpg?lk3s=30310797&x-expires=1714366800&x-signature=3jpicRAqmslZ30Ar%2FSrCFEU%2B9SE%3D,gero.matansengo.mr,16.0,Beautiful,2022-06-26 15:13:43
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7331871954020810758~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=xPy5JPiddrGBVvjAvu2ZY6EJXvE%3D,anicebee,11.0,l like song dynasty,2022-06-14 10:10:44
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/cb8b31ee6e0c6a07f219547e77ab4bd2~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Eyx%2FSsi%2FUPkoANETlY%2B2G3BZocI%3D,pet.supplies_,7.0,always so beautiful.,2022-07-28 00:39:26
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,jaywen25,5.0,So beautiful,2022-08-05 08:38:32
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7d0c363069795a175de8e051e72a7dff~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=YZL3Rl4bMbOeqkT4lwqui6UcQxg%3D,shinygirl_belle,11.0,Beautiful,2022-06-17 04:13:51
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/769a1459c07094a03f328d2bc019caa5.jpg?lk3s=30310797&x-expires=1714366800&x-signature=6vHpEquW4tu79XIeQoGWjoDxIgQ%3D,nande_story,6.0,It's beautiful. Where can I buy it?,2022-08-05 08:29:08
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/80e58bdbc5f208044ccc9266b37726de~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=g2NaqUizmCtX32zPGPO5yLM2Xio%3D,lili9990003,6.0,It's beautiful.,2022-08-07 02:13:13
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7346139201798144042~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=q2nTfaRIRy5JkHISEvLKQE7GZz0%3D,cherry6318,9.0,Beautiful,2022-06-15 04:48:10
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7354249089866793002~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=wLGGp%2BRCJGi7%2FIVjR6IZOgiRIQI%3D,texstar7,5.0,Beautiful,2022-08-12 11:13:01
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/859316e1d4161a2ae12dc255689f6959~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=%2BXwumnf%2FJ7A25LxPfGC7Dy80ZV4%3D,chris_wan_machinery,11.0,Thank you,2022-06-01 05:53:27
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7353991292600516654~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=rfjSQo0vTHoCmjsUadebZ%2F3a46s%3D,jasonlin406,14.0,Tang costume is beautiful ,2022-07-10 21:40:50
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7095804306447663110~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Kbq4LBE2G62Fcw9l3i6hgIQthuU%3D,lisa849012,16.0,Hello,2022-06-22 12:15:39
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7112107610035683329.jpg?lk3s=30310797&x-expires=1714366800&x-signature=YAO20pMLpM7pcCXHIMO1nIVB%2FxI%3D,ccfoox,11.0,nice,2022-06-24 10:44:13
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7c77806983a7b4559bc09061c8c65d39.jpg?lk3s=30310797&x-expires=1714366800&x-signature=9Qvz0jUkGR1pC%2BkdusNo5%2F8VHic%3D,jacluo,13.0,so beautiful,2022-06-18 10:55:44
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7353962678643064874~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=DwOypdJy55mX6joGWWzL5KKuLQY%3D,zeanfoce,5.0,tiktok,2022-08-08 06:42:16
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7346096804129144878~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=PntrAEV0gLZfLaUEt8TW5pE1S4A%3D,hanfu_hanclohting,9.0,so beautiful,2022-06-12 08:40:37
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7334640287458787329.jpg?lk3s=30310797&x-expires=1714366800&x-signature=mXpVj3HbNXpFXrxjLGvHfPqpL2w%3D,qweasdz309,9.0,hi,2022-07-10 13:14:59
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348495306255761450~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=z9cPEF79dct88dScxjseV2SDEvQ%3D,sam7zero,8.0,thank you,2022-07-18 06:18:51
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,skylar_cici,47.0,I like the Tang dynasty,2022-05-30 15:42:07
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2e8f5da9b60352c519ebd0f1f6a02888~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=7yuZZ1UrCXeYEMx1j2rzrvJjpng%3D,linjiangsauce,11.0,really beautiful,2022-06-26 12:24:42
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7324772681327312897.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ZTAckkJJ%2BGcckOKH13q%2BK3Re3mY%3D,dyb8741fb46ea0b,12.0,This video is great,2022-06-10 05:22:42
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1ec80bab9f96483fca1fbbb0fb763878.jpg?lk3s=30310797&x-expires=1714366800&x-signature=3QouB1h0QBGxuZKb2UFKJHMF8MM%3D,3345567an,15.0,@kimqueen582 Which one do you like,2022-06-18 02:48:00
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7326128348303327238~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=LxLQlSLBQ5BRJ%2Fh8ghK5Co5dr5c%3D,nyc_l.j,15.0,The folk customs of the Tang Dynasty are sturdy and not so conservative,2022-05-30 02:38:46
