nickname,content,ip_location,create_date_time
seiji19800627,龍が存在するならもう衛星で確認されてる。,,2024-01-05 23:50:06
iromawbrvxg,確かに能登半島の龍神様を見ました。津波の劇的な被害が出ないように守ってくれたのではないかと信じたいです。,,2024-01-06 16:42:38
arigandotmt,いまだにちゃんと発見されてないってことは誰かが死に物狂いで手に入れたドラゴンボールで呼び出した神龍なんやろ。今はボールの中に引っ込んでるから見つからない,,2024-01-06 00:10:20
ao_.entp,龍に育てられました。,,2024-01-06 00:12:47
imoko05310930,それは龍ではなく麒麟です。,,2024-01-04 14:25:10
ryudora_07020,名前に龍が入ってるから、龍に対して愛着みたいなのあるけど、1つ疑問があって龍ってあの蛇みたいな体でどうやって飛んでるん？ドラゴンは羽で飛ぶのは分かるけど、あの身体の何処に飛ぶ力があるんだろうか,,2024-01-06 17:20:10
sollem_kr,ずっと疑問やけど空飛ぶ飛行機も鳥も虫も翼があるのに龍はどうやって飛んでるんやろ。,,2024-01-05 16:57:14
dsfeccy,いると信じたい。ロマンがある,,2024-01-05 16:52:24
animal.hyakkaziten,龍の存在、みなさんは信じますか？,,2024-01-04 15:38:44
bmob41,羽が無いのにどうやって飛んでるのか不思議,,2024-01-10 04:33:35
bbbo130,龍って何で空飛べるんや？羽とかないのに,,2024-01-06 18:06:54
misatoofficial,「中国で発見…」というところでエンタメとして見始めた,,2024-01-13 10:41:10
donguricoro.97,何食ってるの？,,2024-01-04 15:02:25
user76723743328436,龍がいるってことは魔法もあるのかな？,,2024-01-04 12:50:20
ganko.zawazawa,見えんだけでいるって信じてる,,2024-01-07 14:15:06
maru3314,龍はいるよw,,2024-01-04 15:36:21
mituri0601ka,龍ってどこで寝てんの,,2024-01-08 04:03:54
566546jmtmgmgmpw,俺は神様も龍も幽霊も仏も信じてる,,2024-01-05 04:25:15
tukisilo9,いつ撮られたのか不明だけどおじいちゃん家に龍にしか見えない煙?雲？の凄い古い写真がある,,2024-01-16 01:39:37
istp052,龍は、いますよ✨去年の夏いきなり突風が吹いた後龍の鱗に触れられました✨✨細い電信柱ぐらいの太さだったからそんな大きくなかったなけど、あれはガチで龍でした✨✨,,2024-01-09 10:41:19
user17317822681105,龍って鯉が進化したものなんだよ！（諸説有り）,,2024-01-13 04:50:53
haru_rate,途中の画像ミラボレアスで草,,2024-01-07 12:24:26
komentosenyou,存在はするけど、人の目に映る物質界には存在しないって事なのかな？？妖とか神様の一種？？知らんけど。,,2024-01-06 15:43:18
kazcub,いやいやガチ？だれもハリーポッターみてないの？隠れて生きてるだけでドラゴンを扱う専門職もいるくらい普通に世界中に生息してるって言ってたよ,,2024-01-15 01:31:09
renka.8765,ほんまにロマンあるなぁあの映像みてからまだ不思議と感じてる,,2024-01-06 13:09:25
kmt219nct,でも恐竜いたんだから龍居てもおかしくないよね,,2024-01-15 22:32:37
kiyu5302,飛んでた鳥の群れが一斉に翻っただけ。光りの当たり方で高速移動してるように見えてるだけ。鳥の群れというのは一羽が翻ると自己組織化現象で一斉に同じ動きをするようになってる。,,2024-01-07 23:35:51
szu_kasuteera,私の近所に龍がとじ込まれてるっていう神社？みたいなのあります笑,,2024-01-08 01:42:36
user1503472053810,まずまずどうやって飛ぶん？,,2024-01-08 18:37:58
user676258908,これ系はドラゴンも好きだけど個人的には龍のほうが好き,,2024-01-09 11:03:03
user84090784727550,1月1日龍が現れた,,2024-01-10 09:21:22
31193537849,龍は好きだぜ,,2024-02-28 10:13:03
_acountnii0,メキシコのやつはケツァルコアトル(羽毛のある蛇、竜っぽいアステカ、マヤ神話の神)やと思うんやけど東洋の竜とか西洋のドラゴンとかケツァルコアトルとか似たような特徴の神話生物が大昔から全世界で語られてるの不思議やと思う、恐竜の生き残り説もあると思う,,2024-01-11 17:47:34
nal3z2,シェンロン,,2024-01-10 02:51:02
user8046053825060,辰年なのが嬉しかったんだろうな〜,,2024-01-09 04:36:50
kagemu.1,レックウザ？？,,2024-01-09 15:43:36
hitomi062113,まぁ、今年は辰年ですからね,,2024-01-08 07:50:49
user5332837672607,でも食事どうしてるの？,,2024-01-09 18:12:43
._.kisy,龍へ私の仲間になってくださぁぁぃ,,2024-01-09 21:55:59
blackrocky36,ホントなの？,,2024-01-10 16:41:32
projp.tt,願いを一つ叶えてくれます❣️,,2024-01-08 15:47:58
user2661253016702,今年は龍見れますように,,2024-01-08 16:44:51
ki_chan0520,"ドラゴンボール集めに行けば現れる‼️集めたら唱えるといい
出てよ！神龍！",,2024-01-09 08:10:06
hiragi00253892,堂島の龍か…,,2024-01-09 18:24:38
miii_a_fu_ck,でも、実際の龍は空いっぱいの大きさなんだってね……ノロの末吉さん情報,,2024-01-08 04:53:08
user2872219096805,聞いた話し見たって言う人いました。200年くらい前に。海から，上がって天に登ってた,,2024-01-09 03:14:49
pomyu88,神様が見えるおばあちゃんが龍見たって言ってた,,2024-01-09 12:05:15
ninokyomoguku,"でも幽霊とかは国によって形が違うけど、龍,ドラゴンは結構世界共通な形で捉えられてるから、昔はいたのかな...",,2024-01-10 05:02:15
user1756739427398,龍いるものだと思ってた,,2024-01-08 09:35:04
hun0888,こんなデカイ体支えて飛ぶには大きい羽必要だよね、多分竜は居ないけど似た生物は存在してそう,,2024-01-08 22:12:13
ricky_sweets,初夢に虹色の龍出てきた,,2024-01-09 19:55:03
jasmine950812,龍って世界中で伝説残ってるのが不思議だよね,,2024-01-10 05:53:13
blackrocky36,ホントなの？,,2024-01-10 16:41:32
projp.tt,願いを一つ叶えてくれます❣️,,2024-01-08 15:47:58
bez1kin,食料はどうするんでしょうねw,,2024-01-08 15:59:20
renken7676,レックウザ,,2024-01-10 15:38:44
user2661253016702,今年は龍見れますように,,2024-01-08 16:44:51
user2004736638275,辰年になったからかもしれない,,2024-01-10 03:19:05
pps._.e00,もうええて笑,,2024-01-09 16:16:11
user257305812248,1月1日のやつは鳥の群れが龍に見えたってやつのことかな？居るわけないのに。,,2024-01-08 10:55:44
joy09611,あれは龍じゃないんですか？,,2024-01-09 08:54:07
genki4815,餌とかどうすんねんwww,,2024-01-08 13:11:51
ohtani72,まぁ 龍 龍 龍って話しだけで、この時代なのに映像残ってないけどな！,,2024-01-08 13:40:01
rukauta1,全然信じなくていいけど龍は見たことある。UFOと一緒で見たことある人にしか伝わらないだろうけど…私はこの目で見たから信じる,,2024-01-09 16:20:56
akane0563,神龍みたいな形が龍でリザードンの形がドラゴン？？,,2024-01-09 11:59:31
userjmtgw7m7da,なるほどー。まさに龍が如くw,,2024-01-09 13:35:03
user195611843443,大金欲しいです。,,2024-01-08 16:53:59
tikuwabu.com,レックウザじゃなくて？,,2024-01-09 14:43:30
keiji450219,ドラゴンボール集めよう,,2024-01-09 16:36:42
every6011,諸説有ります❣,,2024-01-08 13:27:11
userds00evywvn,伊良部島の通り池に本物の龍沢山いるよ！霊感ある人は絶対見れる！！,,2024-01-09 02:39:47
hironori921,カイドウやで,,2024-01-08 16:02:25
baamukuuhen1,しません,,2024-01-08 15:22:07
turitomato235,7つの玉を集めたら出現するらしいです,,2024-01-08 13:04:32
user5536586347500,龍神様10日のお金が必ず受け取れます様にお願い致します,,2024-01-08 06:09:33
user9543263188147,"みーちゃん
一度は見てみたい。龍の姿。
いると信じたいです。
いつか出逢えたらと思います。",,2024-01-08 05:32:50
yokoyamayuiso,龍はかっこいよねいたらいいねでも多分中国は恐竜の化石とかいっぱい出るからそこから想像したのかな,,2024-01-08 14:05:39
miracleboingboing,ずっと思ってるのが、西洋も東洋も何故か昔から龍という概念は一致してるのと、西洋は手足があるタイプで、東洋はデカい蛇みたいな感じで、微妙に捉え方違うのが、より一層「実在したのかもしれない」と思える。,,2024-01-12 20:45:39
meow_cattts,なんで干支に辰がいるのかな,,2024-01-15 23:11:46
user8508254154059,能登の地震の時黒い龍いた,,2024-01-14 01:58:41
jpgtwmj,でもゴリラも元々未確認生物やったし龍もいんじゃない？,,2024-01-13 00:48:41
mamadechacha,"清瀧様は居ると思います
いつでも空から優しい顔で見守ってると思います。",,2024-01-08 12:30:50
bowlhouse1,"さっき会ったわ…
願いはないか聞かれたから「夜ご飯はハンバーグ食べたい」って伝えたら本当にハンバーグだった。んで帰る時に7つの玉になって飛んで行った",,2024-01-15 13:37:07
55kekeke,映画「奇跡のリンゴ」のモデルの木村さんは一度だけ龍を見たことがあるそうです。彼曰く、龍が飛んでる間は周りの人や生き物が動いておらず、時間が止まってるように感じたそうです。木村さんくらい霊性が高くなれば、一生に一回くらいは見れるかもしれません。,,2024-01-08 03:32:19
user9719553875019,全部ね,,2024-01-12 23:49:21
tatsuhiro20040419,ホモエドシティのドラゴンもいるかな?,,2024-01-16 00:18:19
chiikama0114,いてもいなくても、「どこかに存在してるかも？」って思うと楽しい,,2024-01-14 04:09:56
user4056095866134,辰年なので　信じたいなぁ,,2024-01-10 19:16:48
gorgeous0723,干支にがいるからどこかにいるんやろな適当,,2024-01-10 14:45:13
kuukuu7777,龍の復活,,2024-01-09 18:31:52
user8283951539682,神的？霊的な存在だとしたらふとした時に映像に映り込むことも考えられるよね。破壊神かそれとも守護神か,,2024-01-09 20:41:56
seven_deadly_sins181,何食って生きてんwww,,2024-01-10 18:41:40
tea_love_56,7つの玉を集めたのかな。,,2024-01-10 00:46:26
nyang_meow_25,干支の中で辰（龍）だけ実在しないって考えにくいよね！！＝いると信じてる,,2024-01-11 01:18:08
thiramisu7594,鳥の群れです,,2024-01-09 16:33:55
dyayel7yk7jt,羽もないのにどうやって飛んでんだろ,,2024-01-09 15:48:48
kuu_222,龍ってどうやって作られたの？,,2024-01-09 06:43:37
user4056095866134,辰年なので　信じたいなぁ,,2024-01-10 19:16:48
rinne_0903,東洋の竜って東洋にしか現れなくて西洋の竜は西洋にしか現れないのはなぜ？,,2024-01-11 09:53:40
gorgeous0723,干支にがいるからどこかにいるんやろな適当,,2024-01-10 14:45:13
kuukuu7777,龍の復活,,2024-01-09 18:31:52
user8283951539682,神的？霊的な存在だとしたらふとした時に映像に映り込むことも考えられるよね。破壊神かそれとも守護神か,,2024-01-09 20:41:56
dullcore831,君も大好きよ,,2024-01-09 20:15:22
rarukunndau,どうやって飛んでんの？,,2024-01-16 22:58:48
xxxy91,龍っていっぱいいるの？,,2024-01-11 07:24:01
user3793579440611,"@リム：龍は、いますね。
何年か前、異常な程に雲の流れが早い日でした。
写真を撮ると、龍の形をした雲が写っていました。
今も、写真に残しています。",,2024-01-11 01:43:05
vptjg8,いつも思うんだけど翼がある龍はまだ飛べるのわかるけどない方のあの細長いこっちタイプの龍はどういう原理で飛んでるん,,2024-01-13 23:49:28
user2242121750242,じゃぁなんで見つからんのぉ！！！！！！！,,2024-01-11 15:44:00
user8508254154059,黒い龍は地震が来るって事かな,,2024-01-14 02:00:28
king4858587,龍入ると俺は信じてる,,2024-01-11 05:02:05
userqgtp9prfk7,龍ってどうやって空飛んでんの？,,2024-01-11 08:17:30
354mikosi,見た事ないけどおる！おってほしい！,,2024-01-11 12:46:00
0610haru,自分とおじいちゃんが辰年です,,2024-01-11 11:55:12
314618618koronn,水龍水龍泣かないで,,2024-01-11 00:43:58
boogie19981,何食ってるん。,,2024-01-10 23:29:06
baniki55catty,んなことあるかい,,2024-01-09 15:32:25
userp3krp8om1w,黒龍の影では無く鳥の群れです、一斉に方向転換して反射した羽ばたきの影が、稲妻みたいに見えただけです,,2024-01-08 04:50:23
zera107,土の時代の古い価値観から風の時代への変化 。,,2024-01-10 20:24:58
user9557019366992,龍とかドラゴンとかカッコいいよなぁ,,2024-01-11 00:27:06
noah__714,そんなとんでもない大きさの影が見える龍と対をなす虎というネコ科の動物は一体何者、、、笑,,2024-01-09 19:39:33
hot1springs,実際はいなくても龍っていうのを最初に考えた人すごくない？,,2024-01-10 22:30:42
sat0k11103,能登半島地震の龍はものすごく遠いところにいる龍が見えたんだって。だから薄い雲のような感じで見えてる。,,2024-01-10 22:54:35
masa_8100,絶対無いけどこう言うの見て生まれ変わったら未確認生物になるの期待してる,,2024-01-13 00:29:57
user2776765253772,日本列島が龍の形みたいやなぁと,,2024-01-16 17:54:52
sui_262,絶対いる,,2024-01-14 10:05:46
arupsu2000,ドラゴンボールで観たよ！シェンロン！凄いよね！,,2024-01-20 22:13:00
swqisarhnhq,ゲームとかで登場するバハムートの元がドラゴンじゃない事を知った時、マジかと思った,,2024-01-12 23:29:48
yoripi8,龍って翼ないのにどうやって飛んでる設定なの？,,2024-01-12 06:36:50
kyou12411,1月1日の影のやつ鳥の大群ってとんとんがいってた,,2024-01-12 02:11:58
vvv.xll_8,龍ってかっこいいよね,,2024-01-11 03:39:58
tiktok.joker_06,多分いねぇけどいたら面白いな,,2024-01-11 22:02:17
yopeco,衛星写真ないのかな？,,2024-01-11 09:21:36
kr_61ue,龍飼ってます,,2024-01-10 22:05:09
user8833282391104,龍は存在しますが、幻獣でしょう。いわゆる動物ではなくて妖精のような霊的な存在かと。水、川や地脈の霊的なエネルギー、化身が龍だと思われます。,,2024-01-17 01:10:26
muneji67,どうやって飛ぶの？,,2024-01-16 21:23:49
utage3239miokun,存在するって思っていた方が浪漫があるよね,,2024-01-16 11:17:58
takkii423,どういう原理で飛べるんだろ,,2024-01-20 23:25:18
haruyana41,たとえ伝説だったとしてもどこからこんな生物がいるって言う発想が来たのか気になる,,2024-02-01 08:22:10
harikiritatsuki,龍ってどういう原理で飛んでるん？,,2024-01-12 20:48:28
user1615012908040,辰年だし今年も現れるかもね,,2024-01-12 14:57:46
yakuruto1,弱い龍なら愛知県にいますよ,,2024-01-13 02:39:07
tatsunii555,実は鳥だよ,,2024-01-13 02:37:17
bbbbbbangwgv,羽根もないのにどうやって飛ぶんだろ,,2024-01-12 12:39:42
user973579086603,なんで龍翼ないのに飛べるの？,,2024-01-13 06:40:05
usernehx1gu4gw,いてほしいw,,2024-01-12 05:45:02
user4y4zq9tng4,俺昔見たあれは竜だったと思う,,2024-01-13 10:53:23
_akindo_,龍ではありません！ウルトラセブンに出てきたナースです,,2024-01-13 02:39:32
harikiritatsuki,龍ってどういう原理で飛んでるん？,,2024-01-12 20:48:28
user1615012908040,辰年だし今年も現れるかもね,,2024-01-12 14:57:46
yakuruto1,弱い龍なら愛知県にいますよ,,2024-01-13 02:39:07
a.o_0106,沖縄ではユタの中でもランクが高い人は龍見えるって言われてます,,2024-01-13 04:26:21
zhee_ea,竜の形した雲見たことある,,2024-01-20 23:42:14
user7121104253218,龍から生まれました,,2024-01-13 05:10:00
springsummerautumnandwi8,ありがとうございます,,2024-01-13 05:27:10
mpdgmg1,いてほしーよな,,2024-01-12 12:56:07
ryuu_1003,名前に龍入ってる,,2024-01-12 10:18:43
uraaka227,ほんとに龍がいたら、ロマンやな〜,,2024-01-13 03:32:06
yuu......1,ないわーーー,,2024-01-13 03:29:08
wsmnvmapjjkpj,龍がおるともおらんともいえないで,,2024-01-13 06:11:34
ayano8029,まだ、発見されてないものも沢山あるし否定は出来ないと思ってる。あとロマンもある笑,,2024-01-13 05:27:46
yukingjjd,羽も何も無いのにどうやって飛んでるんだろう,,2024-01-14 00:39:16
user7054805059987,やったあああああああああああ,,2024-01-13 23:53:49
user8767817542788,普通に飛べなくない？,,2024-01-13 04:06:55
masstrrrrrrrrrrrrr,海は85%が未知だからつまり住処は海かな,,2024-01-13 23:33:21
minmin.03090,こういうのワクワクしちゃうタイプ,,2024-02-19 15:01:25
japinktmmtmmt,しません,,2024-01-12 18:46:13
tkmsk8sk8,あー、あの10と8の間のやつか！,,2024-01-13 12:58:48
musch_13,いたとしたら、別の次元とこちらをつなぐ何らかの鍵になるんじゃあないかな,,2024-01-14 01:00:30
n.yuna0502,存在するなら伝説ちゃうなあ,,2024-01-13 03:03:17
___ce7,龍は本当にいそうだよね。見たことないけど ,,2024-01-13 21:57:42
ganaboka,あの動画は鳥の群れだと思ってた,,2024-01-14 00:02:03
robita61298,"とくべつなときにパラレルワールドから現れる
一時いたら帰っちゃうけどね",,2024-01-13 17:34:22
user1330265006126,龍の話はおもろいしいいと思うけど能登出してくるのはどうなんよ…,,2024-01-13 08:10:16
tonrii0718,ニギニギコハクンチョス？,,2024-01-15 12:17:44
user3778812561274,辰年だからいて欲しい！,,2024-01-13 04:20:31
yuuuuu3468,カイドウ？,,2024-01-14 00:07:55
user642489028,龍とドラゴンってなにが違うの？,,2024-01-15 08:13:30
yuki92320,みいるか、可愛い♥,,2024-01-14 23:59:26
xx____u7,龍とドラゴンて別の生物？海外に出てくるドラゴンとだいぶ形違うけど,,2024-01-14 08:03:30
2143636293,カイドウだったんじゃない？,,2024-01-14 06:24:02
odenkun294,えー龍は居ません,,2024-01-14 03:07:22
user4663004444843,物理的に飛べなくね？,,2024-01-14 02:30:27
yutadayo23,龍か竜どっち？,,2024-01-13 08:27:53
emyuuuu,龍って想像上のものなのに世界各地でイメージ図が一緒なのが気になる、、時期がバラバラで伝来とかってことなのかな、、、,,2024-01-13 13:51:09
user82802636,みたい‼️,,2024-01-13 06:41:44
osugilww23h,鳥らしいよなんか龍みたくなってた影みたいなの,,2024-01-15 22:48:54
xjr1200_,龍は居てほしい。居た方が面白い,,2024-01-15 00:17:59
sgr0321,なんで干支に辰てあるんだろーね！,,2024-01-14 02:17:41
siu20851,写真あったら信じるけどな（笑）,,2024-01-14 05:06:28
nemuinen0101,しません,,2024-01-14 04:03:00
kokomi12271227,もうみた,,2024-01-14 00:41:12
mo123.35,辰年だ私,,2024-01-14 02:08:40
user4823970258494,竜,,2024-01-13 06:16:21
aaoocchhaann,てことは、カイドウおるやん,,2024-01-15 06:50:40
user7053444251133,けど羽もないのにどーやって飛ぶの？って感じ,,2024-01-14 23:03:59
tsubasaburo,えぐ,,2024-01-14 03:18:43
usertgof9l2hfp,龍が見つかったとしても政府に隠されそう,,2024-01-15 03:11:21
rum4283,十二支の中で龍だけ架空の生物なのも面白い,,2024-01-25 02:02:18
inukaip,なんで龍って英訳がドラゴンなの？,,2024-01-23 13:51:28
user4754630858863,龍いるよ。私よく見てる,,2024-01-20 00:47:50
honopecco,またカイドウか,,2024-01-16 13:57:52
palalalalarara,どーやって飛んでるわけ？？,,2024-01-16 07:58:59
bakkesouri,人間は見えない何かを想像し、信じ、頼りたくなりがちなんよ,,2024-01-16 00:59:28
userbsqkzvhg68,"居たら良いなぁ(*´ω｀*)
ロマンあるよねー！",,2024-01-24 14:01:43
aporo151515,ニギハヤミコハクヌシがいるかいないかがかかってる,,2024-01-20 21:12:56
zara._.shi,俺らはイメージでしか龍の姿を知らないのになんでその通りの姿なんだろうね,,2024-02-01 01:36:09
user7c13qb2rue,最初の龍が存在するでスキップしました。,,2024-01-22 23:22:44
shiorctnn3r,よし！生まれ変わったら龍になる！,,2024-01-20 21:47:26
n._.8111banana,いて欲しいけど絶対いないと思うんたけどさいたとしたらどう飛ぶんやろね,,2024-01-21 02:41:32
user2439701556796,マチカネワニ龍に似てる,,2024-02-01 05:27:24
shirva88,ヘビーだぜ,,2024-01-29 21:44:05
s_ta._012,ムーシューとシスーって存在してたんや,,2024-02-03 00:05:53
user63008344362218,㊙️｢龍は実在するー‼️｣㊙️,,2024-01-29 22:54:42
_tatumi0,あれは、鳥だよ,,2024-01-25 12:53:10
patmpggdtm,あれ鳥の群れね,,2024-02-04 12:13:27
obuttyan0926,龍ってあの巨体で上昇気流だけで飛んでるのかな？,,2024-02-02 21:53:41
user6356009611500,ほんとなの,,2024-02-03 11:40:24
hanauta.or.matu,龍はとにかく、西洋のドラゴンは全然いてもおかしく無いだろうな、とは思っていたので、とても興味深い投稿でした‼️φ(･ω･*)ﾌﾑﾌﾑ...,,2024-02-10 09:04:06
user2545669452129,あれは龍じゃないよ？,,2024-02-10 23:58:55
userrqzvenms86,東洋の龍と西洋のドラゴンって、形状違うけど似た顔面持ってるよな。恐竜の化石から想像されたんやと思ってた,,2024-02-10 04:43:57
usernqwkxjo5y8,龍どこに住んでんねん笑,,2024-02-12 03:51:46
user53148140621585,人類が到達できていない海底に存在するかもしれないし、しないかもしれない,,2024-02-12 11:18:25
potetojinmin,神龍,,2024-01-13 01:40:07
user2574190851625,こないだ見ました,,2024-01-09 04:55:27
rai0209123,人類が龍と関わるのはまだまだ先のことだぞ？,,2024-03-23 00:26:25
user30815022841925,能登半島地震のは龍でなく鳥ですｗ,,2024-02-10 02:25:59
masamasa0904,日本は、龍神の国?まんが昔話で、日本国は、龍の化身というのやってたね!,,2024-03-17 15:13:29
moffy_0001,龍は恐竜の化石を見た人の想像だと思うんだ。,,2024-01-09 02:56:54
waragami123,いてもおかしくないけど、いるとしたら多分物理的な生物的な存在じゃなく神仏の類だと思う,,2024-01-08 17:09:22
useruo4tmlv0ha,あきとんとんが解説してたよ、,,2024-01-09 02:08:17
1352happiness1324,狐は〜？,,2024-01-09 01:28:00
43.410,見るまで信じない,,2024-02-04 03:26:15
oinarisan93,龍って何食べて生きてんの？,,2024-01-09 00:35:14
user5527848552137,龍って結構でかいの？,,2024-02-04 02:01:47
ren315kmyu,居たらおもろそう,,2024-03-02 00:32:10
not.my.car,龍の名　右肩にコガネムシ,,2024-02-03 23:31:15
kanamen7,能登半島地震の時の黒龍は！本物なの？,,2024-01-08 22:53:28
user6392165338628,"龍がいるとしたら
どうやって飛んでるんだろ？",,2024-01-08 14:58:01
jdhdj81617jdjdj875jdjh,龍に乗って人間達を驚かせたい,,2024-01-09 03:30:25
dy48hlvnj9r9,そういや庭にドラゴンボールあったわ,,2024-01-08 14:10:50
shiro25253636,いやこれまじでネタとかじゃないんだけど今竜の背中に乗りながらコメントしてる,,2024-01-08 22:29:51
satorunru,夢があるな…,,2024-01-10 01:02:48
hasu_248,雲がそう見えるって事が多いと思うけど,,2024-01-10 08:58:18
user6392165338628,"龍がいるとしたら
どうやって飛んでるんだろ？",,2024-01-08 14:58:01
dy48hlvnj9r9,そういや庭にドラゴンボールあったわ,,2024-01-08 14:10:50
shiro25253636,いやこれまじでネタとかじゃないんだけど今竜の背中に乗りながらコメントしてる,,2024-01-08 22:29:51
tyltaria3509,普通に考えて龍って翼とか無いし空飛べんやろー！,,2024-01-09 09:39:00
user2469957848076,自分の目で見るまでは信じません。,,2024-01-08 12:48:24
erina_0522,"現代も生きている可能性を
示唆している可能性があるかもしれない…",,2024-01-10 14:03:43
ryu01111212,俺、名前が竜だから存在するぞ,,2024-01-10 13:46:47
user4395958205237,残念ながらいると証明出来ない龍の排出物があるわ分からないし羽もないから浮くことは不可能けど居て欲しいかっこいい,,2024-02-24 17:45:42
userf966m9zofu,俺の会社に龍神さんって言うおじいちゃん龍がいる,,2024-01-10 11:55:47
tk275w,恐竜がいたから蛇みたいな鳥だっているでしょ,,2024-03-26 23:58:13
user875987134143,どうしたらあの巨体が羽もなしに空を飛べるの？教えてくれ気になる,,2024-01-08 12:03:51
saikyoutikamotofa5,神龍じゃね？,,2024-01-10 10:52:51
1124yumi,ニュース観た,,2024-01-10 10:18:44
sjikw,いいえ、鳥です,,2024-01-10 09:29:16
tnkenkesou,龍ってどうやって飛んでるんだろう？,,2024-01-08 12:40:53
creativity71,羽ないのにどーやって飛んでるんですか？,,2024-01-10 08:23:18
mrr42o,龍は綺麗な水にいるよ　神社で　　御神体にしている岩も夜中に滝が流れて龍が登る道になってる　身体も心もピュアな者だけがそれを見れる,,2024-01-10 07:00:41
dyjtzbody34y,西洋だと龍というより羽が生えてるドラゴンじゃね？,,2024-01-09 14:32:38
6_uvx,暁のヨナアニメ2期見たい,,2024-01-10 02:54:16
31880691937,龍では無いけど10年前にフェニックス見たことあります。影ではなくしっかり見えました️写真撮ろうと携帯探している間に消えてしまったけど,,2024-01-10 01:25:58
user415190868,俺もシュレイド城の竜なら見たことあるよ,,2024-02-19 06:19:30
gouda.kun,いないよ。,,2024-01-09 23:32:57
ryutoooool,絶対‼️居ない！,,2024-04-11 10:49:28
erumika14,あのー能登半島地震の影は、鳥ですけど,,2024-01-09 22:03:46
_jiyuujin,ん？いないよ？,,2024-02-29 13:55:51
amane9089,どうやって飛ぶねん,,2024-01-09 21:05:17
tyouraku0903,幻ですねwwそう見える時だってありますww,,2024-02-18 18:59:48
te.s.r.t.y.m,カイドウじゃね？,,2024-02-18 14:35:39
user5717810926218,またあきとんとんが怒るぞ〜,,2024-03-04 01:03:33
o...rz,なぜか「存在する」のとこで吹いた,,2024-01-09 18:07:14
user887533846500,龙是各种动物的特征组成的,,2024-02-18 13:32:20
user9578011082905,石川のやつは鳥の集団移動だってさ,,2024-01-09 03:38:44
ao1._.2022,なんか知らんけど勝手に自分で、龍(たつ)と言うものは、いないが、龍(りゅう)は、存在すると思ってたwww,,2024-02-18 08:50:41
zoromechan,小さい時に、龍っぽいやつを見たことあるんよな。雲ひとつない空のかなり高いところを銀色でうにょうにょと昇っていってた。くねくね動くと太陽の光が反射する感じでギラギラ輝いてた。でも機械的ではなく明らかに生きてる巨大な何かやった,,2024-01-08 19:42:51
iga.ninja222,"龍神様
いつもありがとうございますm(_ _)m
能登半島復興の力を
いただければ幸いですm(_ _)m",,2024-01-09 05:21:09
garaism2,宜しくお願いします,,2024-02-23 02:40:35
ayano12141,白澤様？,,2024-03-03 17:05:50
user1738037254445,龍ってどうやって空飛んでんだろ,,2024-01-09 15:03:49
god3695,ほんとかな,,2024-02-16 23:20:44
hmitsumi1026,テレビで見たことあるけど飛行機の窓から龍が見えてる映像を観たことある。,,2024-02-15 12:03:20
uhmhghfyc,祖父は子供の頃、川から空に水が流れているのを見ました。彼はドラゴンが水を飲んでいると言った。,,2024-03-26 05:36:47
yousuke190,鳥です,,2024-02-14 02:14:07
ryoji0326,ちょうど俺の家を寝床にしてるけど,,2024-01-09 13:18:03
yoshikiofficial603,私………辰年です。,,2024-01-10 11:58:02
ohshit0100,存在するとすれば海じゃね,,2024-01-09 10:45:06
kk426858,レックウザいるのかあ,,2024-01-09 10:35:31
irondbea,きっと７つの玉集めて願い事叶える人がいたんだろうな。集めるの大変だったろうに…。その龍はまた現れるだろう。誰かが７つの玉を集めた時に。,,2024-01-09 10:18:46
user7600041686118,でも龍ってどうやって浮いてんの？,,2024-02-26 01:04:51
satorunru,夢があるな…,,2024-01-10 01:02:48
31880691937,龍では無いけど10年前にフェニックス見たことあります。影ではなくしっかり見えました️写真撮ろうと携帯探している間に消えてしまったけど,,2024-01-10 01:25:58
user415190868,俺もシュレイド城の竜なら見たことあるよ,,2024-02-19 06:19:30
user7777158683231,俺の右腕には闇の龍(ダークネスドラゴン)が封印されているのでこの龍とも仲が良いぞ,,2024-01-09 02:46:20
gouda.kun,いないよ。,,2024-01-09 23:32:57
ryutoooool,絶対‼️居ない！,,2024-04-11 10:49:28
erumika14,あのー能登半島地震の影は、鳥ですけど,,2024-01-09 22:03:46
_jiyuujin,ん？いないよ？,,2024-02-29 13:55:51
amane9089,どうやって飛ぶねん,,2024-01-09 21:05:17
tyouraku0903,幻ですねwwそう見える時だってありますww,,2024-02-18 18:59:48
te.s.r.t.y.m,カイドウじゃね？,,2024-02-18 14:35:39
lllillllllliil,マジレスするといたとしたら衛星で映ります笑,,2024-01-11 22:36:55
user5717810926218,またあきとんとんが怒るぞ〜,,2024-03-04 01:03:33
o...rz,なぜか「存在する」のとこで吹いた,,2024-01-09 18:07:14
user887533846500,龙是各种动物的特征组成的,,2024-02-18 13:32:20
nemutarou0930,能登半島のやつってディメンターでしょ？,,2024-01-21 00:48:41
ao1._.2022,なんか知らんけど勝手に自分で、龍(たつ)と言うものは、いないが、龍(りゅう)は、存在すると思ってたwww,,2024-02-18 08:50:41
zoromechan,小さい時に、龍っぽいやつを見たことあるんよな。雲ひとつない空のかなり高いところを銀色でうにょうにょと昇っていってた。くねくね動くと太陽の光が反射する感じでギラギラ輝いてた。でも機械的ではなく明らかに生きてる巨大な何かやった,,2024-01-08 19:42:51
