nickname,content,ip_location,create_date_time,Avatar,Name,Likes,Comment,Date
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7336133357690552326~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=%2F6XF%2BBBXsqS0tfnbvQNM6GnwGmo%3D,freddymartinez322,30.0,good teacher ,2022-01-10 07:28:04
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/96c1309d58074f50445602f6102516ca~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=5KxHGpqTSzXTQ%2FTSsKrFRiYt3kU%3D,cristibustamante6,14.0,Bravo I congratulate you,2022-01-10 01:53:53
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/10430f126f6534568f405a2f1a1c4d4b~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=fdDM3Fby9B7pMp6RamOcn%2Fda%2B%2F0%3D,mariocasanova579,39.0,The big boss ☆☆☆☆☆ ,2022-01-10 20:13:10
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7330714186101571589~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qP9Ik7CE5p0Ci72fKR3FoWoA5LA%3D,phozizzlehuynh,13.0,He is just watching the line straight or not ...,2022-01-09 16:07:07
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/76c567ce9f4b50b927761bb6854f9fc9.jpg?lk3s=30310797&x-expires=1714370400&x-signature=4C%2Fj3boRlaBheYYw5lpIbjqN0B8%3D,88888888happy,14.0,Just Beautiful     ,2022-01-10 08:05:35
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5144237a083f3a2be0539704baa5a27e~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=3wyw3wmbHmGp0qSB%2FflCON6%2Fgnc%3D,umertiger789,9.0,respect,2022-04-02 11:34:11
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348291988627652651~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=oBqUwVzmFuiVHXKjJwSlvpKjHG8%3D,soulrider24013,13.0,nice,2022-01-11 04:42:28
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343539615044747310~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ns01mlGuSiZLGiU7smYYbqJuZhQ%3D,rich1rb77,13.0,One Team in sequence =deadly,2022-01-09 21:46:57
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qzWfDjcqZ5xOe9Jf2AcnzxaskgM%3D,drewmartin057,11.0,so young,2022-01-09 18:18:07
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5144237a083f3a2be0539704baa5a27e~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=3wyw3wmbHmGp0qSB%2FflCON6%2Fgnc%3D,umertiger789,9.0,respect,2022-04-02 11:34:11
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348291988627652651~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=oBqUwVzmFuiVHXKjJwSlvpKjHG8%3D,soulrider24013,13.0,nice,2022-01-11 04:42:28
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343539615044747310~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ns01mlGuSiZLGiU7smYYbqJuZhQ%3D,rich1rb77,13.0,One Team in sequence =deadly,2022-01-09 21:46:57
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qzWfDjcqZ5xOe9Jf2AcnzxaskgM%3D,drewmartin057,11.0,so young,2022-01-09 18:18:07
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7324998731902746644.jpg?lk3s=30310797&x-expires=1714370400&x-signature=OHaY5wmYmHK9A4D3yBv0qfkuFUY%3D,haribudha619,7.0,lol❤️❤️,2022-04-02 07:28:14
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7325600386100756486~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=bWiMZuz3E3oFzsgByH%2Bv27PDMAQ%3D,ricardodazone8,16.0,Amazing Zhong Guo martial arts! ❤❤,2022-01-10 15:48:54
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7345026148106076165~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=pOQdb8S76zvS1%2FmjsqnYkD%2BBG8Y%3D,dao_translation,21.0,The vibe is awesome,2022-01-09 15:41:49
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d338dcdad362ae6e8b99db4add4fa321~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=2GkrHmxG3c1bEnI5v3ynlDkBWLA%3D,lokmanahi,22.0, only Turkey is strong,2022-01-10 08:20:01
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a7856e94aed28e41bb6b23192cfd6ca2.jpg?lk3s=30310797&x-expires=1714370400&x-signature=Ktk%2F7oAZiCFtjwQr5azD%2FBKamVc%3D,sakiblovic,8.0,King is watching his troops ✌,2022-01-09 22:06:42
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7354059009931870250~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=wGFglLI%2BDGbKw2ITBpGMdQsDA70%3D,hh199103,3.0,,2022-03-31 10:36:06
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/17316c42b0f5112aee31ee948ea1cbe2~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=pKOgTLZUVDlXVL1UAfc7un6dDBk%3D,mohammadyousufqur8,3.0,,2022-04-02 15:07:07
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7346092769917534250~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=quhLxU%2F4RpoT9oYiEIkQnNG8FP4%3D,user2432070747566,2.0,,2022-04-03 20:29:09
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/13d12405c91570464ee2bb9ef16df955.jpg?lk3s=30310797&x-expires=1714370400&x-signature=l6zWzTdQjelT9XkJZLJWs5pD6yE%3D,jhapalithito04,2.0,,2022-04-04 08:06:25
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8a028958a44b69a29358f80a657ece90~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=yGUMs%2B%2Fbn12H90JW9XVZvIIES0Y%3D,samna_1,3.0,@madexs___x ,2022-04-02 19:28:13
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/59f50847e622da60a55d411a1c4b3f50~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=8V9Z7GGat55yWvy6sHcS3nktfdc%3D,farooqzahid976,2.0,,2022-04-03 08:49:49
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7327981893129863186.jpg?lk3s=30310797&x-expires=1714370400&x-signature=rtb6mn%2BxR5cXDEpWoxKigcnxi5M%3D,muzamalmuzamal891,1.0,,2022-04-02 16:34:45
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/937f2334491374af047c1febd91607be.jpg?lk3s=30310797&x-expires=1714370400&x-signature=NP0vFQ2LodNorV34myRqHdTRpsM%3D,sujalbeta786,1.0,,2022-04-02 13:34:36
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/41c0258de597f450cc3ea55fcae12734~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=MMpyCrxSHYYwVEq%2BjEKBkVd5oRc%3D,zahrafarmajo,4.0,ok,2022-04-02 19:16:19
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f2058941414f2ccaf85a9547a042b0cc~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=etajWwZtS%2FvBRPH4ZlhW7Tbc05Y%3D,gentleking12c1,2.0,Title please ,2022-04-01 20:44:52
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c5a063957049ff64b32f058a06d84890.jpg?lk3s=30310797&x-expires=1714370400&x-signature=OD%2F1PYqx5Alb%2B3XpWSCEapEmMMY%3D,chunnaranyan12,4.0,good,2022-04-04 10:45:06
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7321488017443520517~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=FtTr%2BdNHexXMVLy7o62PuwBWuR4%3D,talluboy,1.0,,2022-04-03 16:27:07
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/1f4a2642bfc1c45207a714329812edce~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=AVWUJWQ4v%2F%2BSsIj78jZQSgfrmmA%3D,tek_kursun1453,3.0,Mymar is the winner Allah is the winner,2022-03-29 08:28:53
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/83ebde8aa1e42f3b606ce054a7fbe610~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=rAoWf7ZiCDrEi7paK5VM%2BX9fmwY%3D,togo_le_petrolier,2.0,cool,2022-04-01 22:30:25
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/017d14a29fa0fc01e0a1e7f2a70fe448.jpg?lk3s=30310797&x-expires=1714370400&x-signature=BFhdYeRqT5no3kkr0aVUM4f0%2BjI%3D,asmirparja,3.0,i like this game ,2022-04-02 13:22:50
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4721556770f5beefa723dcfa1b4f3f9e~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=QMkxqHRxQIG2JEZT0ifDuVnRdM4%3D,thopzzy,1.0,What the name f thus movie ?,2022-04-03 08:33:43
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7354167810076983342~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=XtPoXf%2FKnQc%2BgnYiDDvDIw6YtYw%3D,user2382062691870,2.0,best,2022-10-11 13:59:25
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d26d05f4f28a6bddd58340a7c5842dea~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=zpHMVSL4gVdIssjHlI%2FbrAU%2BDCQ%3D,kenjose05,3.0,Hous,2022-04-03 06:22:08
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3ba9c41c78ce04a54af84d90d4f35596.jpg?lk3s=30310797&x-expires=1714370400&x-signature=J3gwmvNT14BwbxfWgKe1Tc9WeIE%3D,mohammedjamil360,4.0,"Nice
.",2022-04-02 17:04:54
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4fa06fab83eeffdf2aff24cee0340078.jpg?lk3s=30310797&x-expires=1714370400&x-signature=i1y7WxvqfzXEqm1m3c%2Fx64urQZo%3D,pushnpull3,4.0,Can I hv the name of the song please ,2022-06-08 05:39:03
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6d21c11bcf6f21531c6fd3e4cce5f6c0~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=fKLQJj66nGweXGCn8y4hVJrqcUk%3D,random_iguess00,3.0,@Kayla,2022-04-03 10:59:07
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/46e7e1373eccd4c3a784df72012af04d~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=iG3aqOGvvRNXgTKsq4F47H66%2BdE%3D,lit_st,3.0,really,2022-04-07 11:36:58
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dcb2857f23615bdf6b3c1dd634a5cd25~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=OO957oKaNoBNGnANYU3GtWYvdrk%3D,ousmanemousa,1.0,respect,2022-04-03 12:30:47
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6e0b0629bc6c06260393eebe3e3549fd~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ou3Hg2ZzNHKDK9aRE79sLCPej6g%3D,canelo_gh,1.0,name of movie,2022-04-03 20:03:32
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/eb9ea9f849a8d8f7df4b16b54943e146~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ALpp7XobbyNXnBETnMafV9Fx1M0%3D,aijinragq39,2.0,Young and promising,2023-02-17 10:22:09
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5d7d5267a09271287679483f752a75f9~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=HFcoEN0i56%2BkNDSAAyzdjZ3gprQ%3D,jupiter_388,2.0,wow,2022-04-06 07:05:56
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3d17ee8800ad1d51411e2b1791153450.jpg?lk3s=30310797&x-expires=1714370400&x-signature=8Em8GiA4p6clQgdhvdH8bsIyCFI%3D,mamun_786_,3.0,Ok,2022-04-02 15:36:26
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348958253797081134~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=S%2B9%2FAJLUWUWkX%2FFQp4jfKeUmEzU%3D,misening,3.0,master,2022-06-24 04:27:26
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/9f040c43361af7e8d3a8f6903306f1c9~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=cLHzxdz0o%2BY54itFV%2BzBEFlfl18%3D,marylv10,4.0,beautiful ♥️,2022-04-03 14:39:36
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/04c27a2944eb991dce3bf97cb3e4eb5e.jpg?lk3s=30310797&x-expires=1714370400&x-signature=YboYvtmkpL3%2FUP%2BAjazLu%2BF9Lyw%3D,tajiisub,4.0,movie name plzzzz,2022-04-02 07:04:23
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350696716221775915~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=%2BwTcUwMqXoESnnC1FpMvht2lqEU%3D,prankerbro8,1.0,Mine is 1%,2022-04-03 17:33:21
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3368183622ec86e6c5621e24730306d3.jpg?lk3s=30310797&x-expires=1714370400&x-signature=z3VdqTRNAzbEnnPhjpCRigo7n9E%3D,keshavnepali675,4.0,good,2022-04-03 13:40:23
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/174774105726857c354e0a57a80db1d9~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=q%2BZ0HijQiejU45mx8LAaOGLBE8k%3D,juweria.7,2.0,Wow,2022-04-07 08:35:14
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/742d9e9db8411ce33fa50027c3d1f2c6.jpg?lk3s=30310797&x-expires=1714370400&x-signature=MH%2BBoJgslqnALIscMteBG5kTxEg%3D,surendaradobal,4.0,best,2022-04-02 18:17:30
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9322aad82aae07ac337f2533b654896d~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=z9v%2BiBU%2BH6SLDgWcPAIUtRX%2BUfQ%3D,mu5sa1,2.0,One slap can remind him that he’s just a kid,2022-04-06 07:33:31
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b3b86f185aaf3f0d208deeae9bda56d2~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=i2mP1Ru0%2F0lgn1DBI28Wno7GFw8%3D,axmeyawuukar6,1.0,l love you shaolin,2022-04-04 12:22:00
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343903533688700974~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=uW3v%2BXqorq7XuHf9tCf4WbgxKV4%3D,bingdenver,3.0,Nice,2022-06-27 05:05:46
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/76cbec54821ef3f89f40e1fbf7f4022d~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=rFvSTBinWcRTf1e8OVEg2ND5cVA%3D,prince_ab_rano,2.0,master,2022-04-03 13:17:25
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/51e085f7194d0105975ce58b0ede5cf8.jpg?lk3s=30310797&x-expires=1714370400&x-signature=KGRHfhHQSUV0l0KQCPTPGo77c84%3D,raviraviraviravi38,3.0,little. master. like ,2022-04-02 07:23:10
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/76cbec54821ef3f89f40e1fbf7f4022d~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=rFvSTBinWcRTf1e8OVEg2ND5cVA%3D,prince_ab_rano,2.0,master,2022-04-03 13:17:25
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/51e085f7194d0105975ce58b0ede5cf8.jpg?lk3s=30310797&x-expires=1714370400&x-signature=KGRHfhHQSUV0l0KQCPTPGo77c84%3D,raviraviraviravi38,3.0,little. master. like ,2022-04-02 07:23:10
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bd3a236fc3cb03c97933638fd809fa41~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qolXAWFKi86RYFAn0n%2F0O0V8gYk%3D,leomoha5,3.0,marka abaha mesha Lee yhay waa iska sidan,2022-04-02 16:47:35
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/b6b4bc5c2ed81c52ce0cd0afcd854db8~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=CsjsTrdcBRLoMyc5tajyFKUWReI%3D,sola_yk,3.0,❤,2022-12-08 13:18:19
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2adc4d8fba0e63096d5bf1142d2b5118~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=%2FlULsijxmTfEgw5HooKBBoBy0ys%3D,256addie,2.0,wowwww,2022-04-03 16:54:26
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f45a24184429778737c89bf3330d249f~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=TLnl9waMhJli14Dc%2Bya0OaKQclA%3D,cuterabbitfields,2.0,,2022-11-23 08:06:26
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343019378176163882~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=aZYcnT99pXI0tqxBiuE5tnTO6SU%3D,true.kung.fu,2.0,master,2022-12-03 10:51:30
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c64c39706f5838efa5209e0ca32748ca.jpg?lk3s=30310797&x-expires=1714370400&x-signature=0%2FvilFzUdqIJEAE%2BHdjrhqOojGU%3D,sarojtamang544,3.0,wow,2022-04-02 08:03:42
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/78873f70fcf52dd0baa967dbaf100ed6~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=VMszN09bkzBYPm9t6Mipnq7k5Qc%3D,mr.112lr,3.0,Pls how can dis parade be conducted by a single individual?,2022-04-06 12:17:22
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ee2571a8657f4b340d66ca37874ad400.jpg?lk3s=30310797&x-expires=1714370400&x-signature=FP0G7R2jnu2FhYGC4Al4ppxblbg%3D,the_mhrizvi,4.0,I have seen all videos and its all really amazing,2022-03-28 22:17:32
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0d9e05fddc0d6a816e9df43e99166215.jpg?lk3s=30310797&x-expires=1714370400&x-signature=JBNwyjFtd%2BQWAwykVphVgGghUv8%3D,jobykuruvila,4.0,I can also walk like this ,2022-04-03 06:18:50
,,,,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345070277857902635~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=exxgIYP0rER3fy%2Fw29L6y%2B2R9k4%3D,kungfupanda831,2.0,Nice ,2022-06-05 15:35:32
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/08a91aad6cd502c43c4df113a9cd3198~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=%2F%2FHyxgNqSZbN8crJSpxUxpL3OKc%3D,youngnay15,2.0,Respect,2022-04-01 20:40:23
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7334885290342416390~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=q3E6pjcOWfYJ%2Fz6OE%2Fem3Lw%2FUyE%3D,2angles3,3.0,is this a movie,2022-03-27 06:25:44
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4260c6aa492e1b698d2be90dc87bd101.jpg?lk3s=30310797&x-expires=1714370400&x-signature=Mkt1WhHYEfXpyW1sjs91s8KduV4%3D,mudrapallichandra,3.0,hi,2022-04-04 15:02:41
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7071619160920293382~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=uHMY47j4ulySDCfz4GqGs7FMw2A%3D,christianroc870,4.0,cool,2022-04-08 00:07:26
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c69b3945b32d585ca4f11ac8f3aacf8f~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=OLQaYOhIHWogkbe9b1GJAMmfDbM%3D,rcy20349m3l,1.0,Best teacher ,2023-03-17 11:16:12
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351130774734635050~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=oNL26ANr%2BMh6%2FVvcruGYJUIewoc%3D,kangfufirst,2.0,,2023-01-06 15:55:53
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7323258543418589189~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=fX7T2FB8513AyTyTDnXi72B%2BQT4%3D,loknathbhurtel2080,4.0,small master,2022-04-03 07:06:28
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7344176872596439082~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=vlKZlkAJRdS%2FssbCcS4G78MaQ2U%3D,kungfuenthusiastzhucheng,2.0,,2022-12-09 10:40:02
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/65108739cbf65688c7b68127701ff9a1~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=cQSIGT3wKiIhsfrMRSWQn4NDg9I%3D,m.cheche31,2.0,gud master,2022-04-01 23:12:08
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/affd75b13d1aeb3efa162e027c572662~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=BdlCqbACxnqJr8UQXlfh1k45Tok%3D,realhamxa1,3.0,Wow small master,2022-04-03 23:29:20
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348679177672851498~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=fVLV%2By9MCaPDy9cebyv%2FcGeWS4c%3D,kungfucraze,2.0,,2022-11-22 14:15:08
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d4ced17b80310d60dc1c4e94a0931dec.jpg?lk3s=30310797&x-expires=1714370400&x-signature=YbtTMsVaZ0z2o%2BlmCtn%2BbI5ROKY%3D,user65123018819073,3.0,nice,2022-04-02 22:54:36
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345352511265439786~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ef6xLAJvs38iYb6dsKVHsifbjiQ%3D,daryan.g.05,3.0,No way kids worked hard but not that hard,2023-02-13 06:10:10
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/25c289a15973683c48fcf63e9baa0021.jpg?lk3s=30310797&x-expires=1714370400&x-signature=PmiG3SRvH1kcVcB20FssTAqnlno%3D,nirmalmagar2231,2.0,wow,2022-04-02 12:35:55
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/cc6f3d90a77d00b65416b29585c4ec51.jpg?lk3s=30310797&x-expires=1714370400&x-signature=7Iad4NHweS2ccyWH7nMP16xL64k%3D,ajchand4,3.0,wow awesome,2022-04-03 14:17:22
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4b7176a7815a8d24d2440e1b7ed0ab0c~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=37oOpTIlJsRIe9s7zcKCQLJxMgs%3D,kings_mediatv1,2.0,in order,2022-04-08 15:10:51
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350128001172340779~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=Qm1NMHke4GEh4LJY4fjFCz22pbQ%3D,why_do_i_even_try..hm,4.0,I do kungfu and let me just say it’s so hard to keep balance everyone is saying this martial arts can beat kungfu but really if the kungfu person is s,2023-01-21 05:52:57
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fc6fb8200159ecda2542bb7a211e77da~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=aAvdsuERvC27WtqztSeQBG02u9I%3D,romanticfathergh3910,3.0,Woooooow Look at this  Ghana Nkwadaa apuuu,2022-04-03 12:36:28
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qzWfDjcqZ5xOe9Jf2AcnzxaskgM%3D,wallervpsteve27,2.0,LOL,2022-06-04 11:36:22
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a428cb9c5ebc3d3d8cc4b67fc2a5a4fa~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=RBhWmHmLrFhGc6e1uZta9gsPWEQ%3D,sakoaboubacar205,3.0,Super,2022-04-22 17:42:21
,,,,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e89bffaa32955d9221f17f8f5111a66e~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=U0KGY4488b8%2FUyCkgEXBUDaj7sI%3D,dmadql_cn,2.0,So serious,2023-03-11 05:52:18
